district,mandal,village,lat_gis,long_gis,gwl,pH,E.C,TDS,CO3,HCO3,Cl,F,NO3 ,SO4,Na,K,Ca,Mg,T.H,SAR,Classification,RSC  meq  / L,Classification.1,year,temp_id
RANGAREDDY,Rajender Nagar,Rajender Nagar,17.316,78.405,11.99,7.42,4377.0,2801.28,0.0,380.0,1010.0,1.31,199.305,180.0,175.0,2.7,488.0,175.032,1939.703947,1.727597186,C4S1,-31.19407895,P.S.,2021,1614.0
RANGAREDDY,Shahbad,Shahbad,17.202,78.104,19.38,7.53,749.0,479.36,0.0,260.0,60.0,1.19,16.07727,13.0,39.0,2.4,96.0,14.586,299.9753289,0.979025496,C2S1,-0.799506579,P.S.,2021,1619.0
RANGAREDDY,Shankarpalli,Shankarpalli,17.453,78.131,14.83,7.96,1038.0,664.32,0.0,310.0,120.0,0.62,43.58136,16.0,52.0,1.59,128.0,24.31,419.9588816,1.103245393,C3S1,-2.199177632,P.S.,2021,1623.0
RANGAREDDY,Talakondapalli,Talakondapalli,16.89,78.413,24.83,7.81,1771.0,1133.44,0.0,430.0,210.0,0.94,169.6307,16.0,65.0,3.0,184.0,68.068,739.8848684,1.038971053,C3S1,-6.197697368,P.S.,2021,1625.0
RANGAREDDY,Yacharam,Yacharam,17.05,78.67,19.98,7.99,1634.0,1045.76,0.0,590.0,180.0,0.82,1.06296,20.0,265.0,5.8,48.0,43.758,299.9259868,6.652899909,C3S2,5.801480263,U.S.,2021,1627.0
SANGAREDDY,Andole,Jogipet,17.835805,78.072972,33.0,8.44,1116.0,714.24,20.0,180.0,210.0,0.687,58.4628,19.0,106.88,1.12,40.0,58.344,339.9013158,2.52053183,C3S1,-2.798026316,P.S.,2021,1632.0
SANGAREDDY,Gummadiddla,Gummadiddla,17.6849,78.3679,23.03,7.81,1195.0,764.8,0.0,300.0,160.0,0.933,51.64214,16.0,108.35,3.2,112.0,19.448,359.9671053,2.482959706,C3S1,-1.199342105,P.S.,2021,1634.0
SANGAREDDY,Hathnoora,Borapatla,17.6713,78.1571,28.52,8.22,763.0,488.32,0.0,290.0,50.0,1.26,4.34042,9.0,45.16,2.79,72.0,24.31,279.9588816,1.173488863,C3S1,0.200822368,P.S.,2021,1635.0
SANGAREDDY,Jinnaram,Ootla,17.6309,78.3194,20.47,8.04,1381.0,883.84,0.0,290.0,260.0,1.22,12.66694,22.0,109.74,1.03,96.0,53.482,459.9095395,2.224850896,C3S1,-3.398190789,P.S.,2021,1638.0
SANGAREDDY,Kalher,Bachapally,18.1386,77.868,27.1,7.9,1284.0,821.76,0.0,360.0,180.0,0.733,13.46416,12.0,92.98,1.16,64.0,68.068,439.8848684,1.92749027,C3S1,-1.597697368,P.S.,2021,1639.0
SANGAREDDY,Kalher,Meerkhanpally,18.1237,77.8515,18.65,8.18,1591.0,1018.24,0.0,280.0,310.0,0.663,27.41551,30.0,132.0,11.8,80.0,68.068,479.8848684,2.619856881,C3S1,-3.997697368,P.S.,2021,1641.0
SANGAREDDY,Kandi,Byathole,17.6111,78.1892,26.71,7.74,2130.0,1363.2,0.0,330.0,400.0,1.9,165.2017,7.0,252.8,7.4,152.0,34.034,519.9424342,4.820272628,C3S1,-3.798848684,P.S.,2021,1642.0
SANGAREDDY,Patancheru ,Isnapur,17.5519,78.2006,25.25,7.88,1646.0,1053.44,0.0,230.0,360.0,1.64,1.10725,23.0,117.76,2.62,120.0,53.482,519.9095395,2.245463851,C3S1,-5.798190789,P.S.,2021,1653.0
SANGAREDDY,Patancheru ,Patancheruvu,17.525833,78.270166,22.18,7.54,1088.0,696.32,0.0,350.0,110.0,1.2,14.74857,14.0,59.53,1.78,88.0,48.62,419.9177632,1.263065647,C3S1,-1.398355263,P.S.,2021,1654.0
SANGAREDDY,R.C.Puram,R.C.Puram,17.5091,78.3003,31.43,7.85,1253.0,801.92,0.0,440.0,120.0,1.12,7.9722,15.0,80.66,1.46,96.0,53.482,459.9095395,1.63528771,C3S1,-0.398190789,P.S.,2021,1658.0
SIDDIPET,Gajwel,Gajwel,17.8447,78.6847,20.44,8.2,1302.0,833.28,0.0,150.0,300.0,1.26,53.19229,19.0,103.0,2.57,64.0,63.206,419.8930921,2.185445717,C3S1,-5.397861842,P.S.,2021,1683.0
SIDDIPET,Jagdevpur,Munigadapa,17.8133,78.8242,19.51,7.87,1129.0,722.56,0.0,300.0,160.0,1.54,30.69297,17.0,101.0,1.59,88.0,34.034,359.9424342,2.314605672,C3S1,-1.198848684,P.S.,2021,1688.0
SIDDIPET,Mirdoddi,Bhoompalli,18.1208,78.5972,16.94,7.91,1342.0,858.88,0.0,310.0,210.0,1.01,46.85882,20.0,178.0,3.6,48.0,43.758,299.9259868,4.468740316,C3S1,0.201480263,P.S.,2021,1701.0
SIDDIPET,Mulugu,Mulugu,17.7214,78.6333,49.11,7.9,1114.0,712.96,0.0,350.0,80.0,2.02,121.7975,15.0,107.0,3.23,64.0,48.62,359.9177632,2.452191039,C3S1,-0.198355263,P.S.,2021,1704.0
SIDDIPET,Nanganur,Rampur,18.0888,78.9925,11.85,8.15,774.0,495.36,0.0,140.0,60.0,0.83,190.8899,13.0,63.0,3.95,32.0,43.758,259.9259868,1.69897842,C3S1,-2.398519737,P.S.,2021,1708.0
SIDDIPET,Raipole,Raipole,17.9256,78.6181,25.03,7.99,534.0,341.76,0.0,100.0,40.0,1.45,118.6972,7.0,20.9,2.33,40.0,29.172,219.9506579,0.612711198,C2S1,-2.399013158,P.S.,2021,1709.0
SIDDIPET,Siddipet,Siddipet,18.1033,78.8375,11.54,7.33,1429.0,914.56,0.0,220.0,240.0,1.05,177.16,19.0,102.0,2.11,176.0,14.586,499.9753289,1.983344007,C3S1,-5.599506579,P.S.,2021,1712.0
SIDDIPET,Wargal,Majidpalli,17.8233,78.5866,8.07,8.23,689.0,440.96,0.0,130.0,40.0,1.58,178.4887,5.0,37.08,3.22,40.0,38.896,259.9342105,0.999954338,C2S1,-2.598684211,P.S.,2021,1714.0
SIRCILLA,Gambhiraopet,Narmal,18.283725,78.552568,8.88,7.99,1116.0,714.24,0.0,220.0,180.0,0.79,45.49790909,19.25,31.0,2.0,88.0,63.206,479.8930921,0.615264147,C3S1,-5.197861842,P.S.,2021,1725.0
SIRCILLA,Illanthakunta,Illanthukunta ,18.311944,78.956388,17.03,7.47,764.0,488.96,0.0,190.0,90.0,0.73,39.65968182,68.5,37.0,11.0,64.0,48.62,359.9177632,0.847953911,C3S1,-3.398355263,P.S.,2021,1727.0
SIRCILLA,Konaraopet,Nizamabad,18.4703,78.7189,11.93,7.86,566.0,362.24,0.0,150.0,30.0,0.76,2.013181818,71.0,31.0,1.0,32.0,34.034,219.9424342,0.908823073,C2S1,-1.398848684,P.S.,2021,1735.0
SIRCILLA,Sircilla,Sircilla(urban),18.35555,78.78308,14.25,7.88,1319.0,844.16,0.0,290.0,210.0,0.5,42.27681818,69.75,55.0,13.0,104.0,82.654,599.8601974,0.976359667,C3S1,-6.197203947,P.S.,2021,1741.0
SIRCILLA,Vemulawada,Vemulawada(rural),18.486422,78.863888,12.92,7.92,1226.0,784.64,0.0,270.0,180.0,0.54,43.88736364,66.5,32.0,3.0,104.0,82.654,599.8601974,0.568063806,C3S1,-6.597203947,P.S.,2021,1747.0
SIRCILLA,Yellareddipet,Racherla Boppaspur,18.377197,78.616814,14.73,8.17,806.0,515.84,0.0,180.0,140.0,0.62,41.87418182,13.75,41.0,27.0,40.0,53.482,319.9095395,0.996649436,C3S1,-2.798190789,P.S.,2021,1748.0
SURYAPET,Arvapally,Kodur,17.316549,79.622842,15.99,7.73,816.0,522.24,0.0,280.0,40.0,1.17,66.08068,9.0,50.74,1.59,104.0,9.724,299.9835526,1.273719814,C3S1,-0.399671053,P.S.,2021,1752.0
SURYAPET,Arvapally,Nagaram,17.386693,79.496965,4.45,7.76,888.0,568.32,0.0,300.0,80.0,1.06,8.397384,8.75,55.32,1.95,80.0,29.172,319.9506579,1.34466107,C3S1,-0.399013158,P.S.,2021,1753.0
SURYAPET,Chivemla,B. Chandupatla,17.141752,79.718667,1.55,7.94,933.0,597.12,0.0,430.0,50.0,1.11,33.97043,9.75,62.02,2.47,56.0,68.068,419.8848684,1.315948259,C3S1,0.202302632,P.S.,2021,1760.0
SURYAPET,Mattampalle,Raghunadhapalem,16.753544,79.885324,8.34,7.99,974.0,623.36,0.0,170.0,170.0,0.432,15.244618,28.5,51.9,0.56,104.0,19.448,339.9671053,1.223829939,C3S1,-3.399342105,P.S.,2021,1763.0
SURYAPET,Mellacheruvu,Mellacheruvu,16.83738,79.904517,14.46,7.8,677.0,433.28,0.0,200.0,80.0,0.512,16.117131,17.25,59.61,1.88,56.0,19.448,219.9671053,1.747480813,C2S1,-0.399342105,P.S.,2021,1765.0
SURYAPET,Nuthankal,Nuthankal,17.333829,79.691828,4.45,7.94,807.0,516.48,0.0,280.0,80.0,0.884,8.069638,9.5,43.34,2.59,24.0,63.206,319.8930921,1.053558463,C3S1,-0.797861842,P.S.,2021,1772.0
SURYAPET,Thungathurthi,Thungathurthi,17.398742,79.59122,3.53,7.82,2156.0,1379.84,0.0,520.0,330.0,1.92,70.73113,47.5,324.0,10.1,80.0,38.896,359.9342105,7.425156484,C3S2,3.201315789,U.S.,2021,1779.0
VIKARABAD,Bantwaram,Bantwaram,17.445,77.696,9.55,7.02,779.0,498.56,0.0,210.0,90.0,0.44,55.58395,9.75,45.0,1.22,40.0,48.62,299.9177632,1.129753209,C3S1,-1.798355263,P.S.,2021,1784.0
VIKARABAD,Basheerabad,Basheerabad,17.211,77.444,17.69,7.62,1038.0,664.32,0.0,180.0,200.0,0.6,52.66081,19.75,100.0,3.51,80.0,29.172,319.9506579,2.430696078,C3S1,-2.799013158,P.S.,2021,1785.0
VIKARABAD,Bomraspet,Bomraspet,17.164004,77.719418,22.2,7.96,720.0,460.8,0.0,280.0,50.0,1.09,0.35432,10.75,80.0,0.95,64.0,9.724,199.9835526,2.459602985,C2S1,1.600328947,MR,2021,1786.0
VIKARABAD,Dharoor,Dharoor,17.303,77.774,15.97,7.77,1309.0,837.76,0.0,90.0,370.0,1.02,27.59267,14.75,86.0,4.71,112.0,43.758,459.9259868,1.743518825,C3S1,-7.398519737,P.S.,2021,1788.0
VIKARABAD,Doma,Doma,17.088,77.836,25.63,7.8,730.0,467.2,0.0,190.0,90.0,1.94,31.13587,9.5,40.0,6.41,40.0,40.0,264.4736842,1.069401829,C2S1,-1.489473684,P.S.,2021,1789.0
VIKARABAD,Doulathabad,Doulathabad,16.9983,77.5415,13.17,8.03,1109.0,709.76,0.0,270.0,160.0,0.77,31.57877,22.25,94.17,3.04,80.0,34.034,339.9424342,2.22065987,C3S1,-1.398848684,P.S.,2021,1790.0
VIKARABAD,Kodangal,Kodangal,17.0992,77.6011,18.1,7.54,1479.0,946.56,0.0,360.0,220.0,1.2,55.67253,22.0,105.0,2.49,192.0,9.724,519.9835526,2.002011923,C3S1,-3.199671053,P.S.,2021,1791.0
VIKARABAD,Kodangal,Rudraram (S),17.133,77.511,11.07,8.63,580.0,371.2,60.0,130.0,60.0,0.59,2.83456,21.75,62.0,2.5,56.0,4.862,159.9917763,2.131154932,C2S1,0.600164474,P.S.,2021,1800.0
VIKARABAD,Marpalli,Marpalli,17.529,77.771,23.33,7.89,420.0,268.8,0.0,90.0,70.0,3.19,6.55492,10.0,51.0,1.88,16.0,14.586,99.97532895,2.217664882,C2S1,-0.199506579,P.S.,2021,1793.0
VIKARABAD,Nawabpet,Vattinenipally(s),17.445,77.983,10.8,8.4,610.0,390.4,30.0,130.0,80.0,0.49,13.7299,14.5,48.0,1.29,40.0,24.31,199.9588816,1.475852828,C2S1,-0.799177632,P.S.,2021,1795.0
VIKARABAD,Parigi,Parigi,17.18,77.88,23.95,8.2,828.0,529.92,0.0,280.0,70.0,0.67,39.861,10.0,30.0,1.22,80.0,38.896,359.9342105,0.687514489,C3S1,-1.598684211,P.S.,2021,1796.0
VIKARABAD,Peddamul,Peddamul,17.33,77.66,16.1,7.38,1369.0,876.16,0.0,270.0,250.0,0.85,45.1758,13.0,62.0,5.14,104.0,68.068,539.8848684,1.16014768,C3S1,-5.397697368,P.S.,2021,3137.0
VIKARABAD,Pudur,Pudur,17.264,77.957,16.5,8.5,382.0,244.48,50.0,80.0,30.0,0.29,31.4459,3.75,12.0,0.18,40.0,19.448,179.9671053,0.388916926,C2S1,-0.999342105,P.S.,2021,1799.0
VIKARABAD,Tandur,Tandur,17.251,77.591,9.61,8.04,1687.0,1079.68,0.0,220.0,390.0,1.55,45.0,33.75,148.0,2.4,88.0,77.792,539.8684211,2.769426969,C3S1,-6.397368421,P.S.,2021,1802.0
VIKARABAD,Vikarabad ,Vikarabad(S),17.321,77.914,22.45,8.46,382.0,244.48,30.0,120.0,20.0,0.59,19.31044,4.5,20.0,0.24,40.0,14.586,159.9753289,0.687504672,C2S1,-0.199506579,P.S.,2021,1803.0
VIKARABAD,Yalal,Yalal,17.2,77.64,17.12,8.28,350.0,224.0,0.0,130.0,20.0,2.18,28.16844,7.75,16.0,0.68,40.0,14.586,159.9753289,0.550003737,C2S1,-0.599506579,P.S.,2021,1804.0
WANAPARTHY,Atmakuru,Atmakuru,16.337,77.806,8.0,8.16,1419.0,908.16,0.0,230.0,250.0,0.72,6.82066,72.75,104.25,1.39,48.0,77.792,439.8684211,2.161159576,C3S1,-4.197368421,P.S.,2021,1808.0
WANAPARTHY,Ghanpur,Ghanapur,16.56306,78.046454,6.1,8.1,1434.0,917.76,0.0,210.0,280.0,0.65,6.86495,65.65,104.64,1.33,88.0,58.344,459.9013158,2.121473293,C3S1,-4.998026316,P.S.,2021,1809.0
WANAPARTHY,Gopalpet,Gopalpet,16.3786,78.1348,4.9,7.88,939.4,601.216,0.0,300.0,70.0,1.42,28.83279,37.0,61.67,0.56,32.0,63.206,339.8930921,1.45437012,C3S1,-0.797861842,P.S.,2021,1811.0
WANAPARTHY,Kothakota,Kanaipally,16.388259,77.960249,16.5,8.57,772.2,494.208,40.0,250.0,50.0,0.8,25.73249,33.0,112.0,0.6,32.0,38.896,184.9342105,3.143721744,C3S1,1.001315789,P.S.,2021,1813.0
WANAPARTHY,Pangal,Pangal,16.24721,78.104481,8.0,7.41,1025.0,656.0,0.0,350.0,60.0,0.88,25.59962,42.0,111.0,0.6,40.0,38.896,259.9342105,2.993390816,C3S1,1.801315789,M.R,2021,1815.0
WANAPARTHY,Pebbair,Ayyavaripalli,16.1156,78.0236,2.8,8.4,814.7,521.408,50.0,220.0,60.0,0.79,20.3734,41.0,112.0,0.62,48.0,14.586,179.9753289,3.629808377,C3S1,1.800493421,M.R,2021,1816.0
WANAPARTHY,Peddamandadi,Peddamandadi,16.4306,78.0251,4.2,8.41,766.3,490.432,40.0,270.0,60.0,0.69,25.6882,13.8,106.71,0.74,16.0,38.896,199.9342105,3.281207744,C3S1,2.201315789,M.R,2021,1817.0
WARANGAL (R) ,Atmakur,Atmakur,18.0686,79.738,3.98,8.32,1085.0,694.4,50.0,150.0,200.0,0.94,62.40863636,32.5,112.0,25.0,24.0,58.344,299.9013158,2.811907312,C3S1,-1.998026316,P.S.,2021,1819.0
WARANGAL (R) ,Chennaraopet,Chennaraopet,17.883,79.8722,3.94,8.29,1479.0,946.56,0.0,380.0,180.0,2.08,80.52727273,34.75,196.0,1.0,48.0,48.62,319.9177632,4.764409238,C3S1,1.201644737,P.S.,2021,1820.0
WARANGAL (R) ,Duggondi,Duggondi,18.0194,79.8077,6.16,8.28,884.0,565.76,0.0,250.0,120.0,0.4,17.11204545,14.75,59.0,3.0,48.0,48.62,319.9177632,1.434184413,C3S1,-1.398355263,P.S.,2021,1822.0
WARANGAL (R) ,Khanapur,Khanapur,17.8988,79.93,4.09,8.27,1051.0,672.64,0.0,250.0,160.0,1.87,24.15818182,18.25,62.0,5.0,56.0,58.344,379.9013158,1.383019981,C3S1,-2.598026316,P.S.,2021,1825.0
WARANGAL (R) ,Narasampet,Narasampet,17.9227,79.8875,4.51,8.09,1002.0,641.28,0.0,260.0,140.0,2.23,54.35590909,14.25,83.0,4.0,56.0,48.62,339.9177632,1.957326727,C3S1,-1.598355263,P.S.,2021,1827.0
WARANGAL (R) ,Nekkonda,Ameenpet,17.8081,79.8003,3.82,8.04,1197.0,766.08,0.0,400.0,70.0,2.39,84.75495455,19.25,146.0,1.0,40.0,43.758,279.9259868,3.794053152,C3S1,2.401480263,MR,2021,1828.0
WARANGAL (R) ,Parkal,Parkal,18.2016,79.6374,4.59,8.28,500.0,320.0,0.0,190.0,30.0,1.89,24.3595,8.25,29.0,1.0,16.0,38.896,199.9342105,0.891716096,C2S1,-0.198684211,P.S.,2021,1832.0
WARANGAL (R) ,Parvathagiri,Parvathagiri,17.744466,79.723991,9.88,8.33,1254.0,802.56,50.0,210.0,200.0,0.66,75.49431818,38.0,149.0,4.0,24.0,63.206,319.8930921,3.622063013,C3S1,-1.197861842,P.S.,2021,1834.0
WARANGAL (R) ,Rayaparthy,Rayaparthy,17.6942,79.5473,6.8,7.99,804.0,514.56,0.0,140.0,170.0,0.61,53.95327273,22.5,58.0,4.0,16.0,68.068,319.8848684,1.409948692,C3S1,-3.597697368,P.S.,2021,1836.0
WARANGAL (R) ,Sangem,Sangem,17.8844,79.7113,3.85,7.69,950.0,608.0,0.0,180.0,200.0,0.48,21.13840909,26.25,76.0,2.0,40.0,58.344,339.9013158,1.79229434,C3S1,-3.198026316,P.S.,2021,1837.0
WARANGAL (R) ,Wardhannapet,Wardhannapet,17.773,79.5794,6.82,8.26,464.0,296.96,0.0,170.0,40.0,1.04,6.844818182,13.0,31.0,1.0,24.0,29.172,179.9506579,1.004747972,C2S1,-0.199013158,P.S.,2021,1839.0
WARANGAL (U),Bheemadevarapallly,Vangara,18.133888,79.345,9.65,8.19,715.0,457.6,0.0,80.0,130.0,1.38,87.77472727,20.25,52.0,2.0,64.0,19.448,239.9671053,1.459485052,C2S1,-3.199342105,P.S.,2021,1843.0
WARANGAL (U),Dharmasagar,Narayanagiri,17.9905,79.3769,6.74,8.09,1080.0,691.2,0.0,100.0,220.0,0.35,94.61954545,45.5,87.0,5.0,80.0,34.034,339.9424342,2.051581275,C3S1,-4.798848684,P.S.,2021,1845.0
WARANGAL (U),Hanamkonda,Hanumkonda,18.0008,79.5577,9.22,8.0,713.0,456.32,0.0,240.0,80.0,0.54,5.435590909,15.0,76.0,8.0,40.0,24.31,199.9588816,2.336766978,C2S1,0.800822368,P.S.,2021,1848.0
WARANGAL (U),Hanamkonda,Mamnoor,17.9069,79.5969,9.4,7.69,1704.0,1090.56,0.0,390.0,240.0,1.58,123.0054091,22.25,161.0,5.0,80.0,72.93,499.8766447,3.130881403,C3S1,-2.197532895,P.S.,2021,1849.0
WARANGAL (U),Hasanparthi,Seethampet,18.0776,79.5153,4.76,7.86,1376.0,880.64,0.0,390.0,170.0,1.24,35.432,29.0,91.0,3.0,40.0,97.24,499.8355263,1.769701406,C3S1,-2.196710526,P.S.,2021,1850.0
WARANGAL (U),Kamalapur,Shanigaram,18.184083,79.597194,5.46,8.28,1805.0,1155.2,0.0,310.0,310.0,4.57,120.7909091,38.25,319.0,10.0,40.0,24.31,199.9588816,9.808271921,C3S2,2.200822368,MR,2021,1853.0
WARANGAL (U),warangal,Charbowli,17.9819,79.607,5.21,7.94,1050.0,672.0,0.0,370.0,100.0,1.1,4.831636364,8.5,98.0,2.0,72.0,34.034,319.9424342,2.38211277,C3S1,1.001151316,P.S.,2021,1855.0
YADADRI,Alair,Kolanpaka,17.69706,79.019595,15.47,7.96,1916.0,1226.24,0.0,390.0,330.0,1.85,105.10017,20.0,288.0,5.7,40.0,63.206,359.8930921,6.600516125,C3S2,0.602138158,P.S.,2021,1856.0
YADADRI,B.Pochampalli,B.Pochampalli,17.336196,78.810768,6.88,8.04,2196.0,1405.44,0.0,300.0,530.0,1.47,0.048719,31.0,250.0,3.6,80.0,82.654,539.8601974,4.678121726,C3S1,-4.797203947,P.S.,2021,1860.0
YADADRI,Bibinagar,Bibinagar,17.460344,78.801601,12.89,8.26,1799.0,1151.36,0.0,230.0,380.0,1.95,120.4688,21.0,97.41,2.38,184.0,53.482,679.9095395,1.62423977,C3S1,-8.998190789,P.S.,2021,1864.0
YADADRI,Choutuppal,D.Malkapur,17.258259,78.803218,5.07,7.91,1999.0,1279.36,0.0,290.0,290.0,3.26,244.79083,39.0,190.0,37.5,72.0,77.792,499.8684211,3.694859378,C3S1,-4.197368421,P.S.,2021,1866.0
YADADRI,Mothukur,Kanchanapalli,17.40375,79.339638,7.8,7.66,1819.0,1164.16,0.0,330.0,260.0,0.66,212.592,29.0,184.0,95.8,64.0,53.482,379.9095395,4.104401972,C3S1,-0.998190789,P.S.,2021,1868.0
YADADRI,Rajapet,Bondugala,17.768305,78.9665,9.8,8.28,1052.0,673.28,0.0,260.0,170.0,2.22,6.11202,20.0,99.2,2.99,56.0,43.758,319.9259868,2.411343479,C3S1,-1.198519737,P.S.,2021,1872.0
YADADRI,Rajapet,Kurraram,17.77549,78.929866,17.34,7.27,1009.0,645.76,0.0,240.0,130.0,0.75,65.1063,23.0,55.0,3.35,112.0,24.31,379.9588816,1.226779622,C3S1,-2.799177632,P.S.,2021,1873.0
YADADRI,Rajapet,Rajapet,17.729431,78.932968,7.38,7.22,1408.0,901.12,0.0,230.0,300.0,1.7,36.93786,19.0,76.47,3.74,136.0,48.62,539.9177632,1.430867588,C3S1,-6.198355263,P.S.,2021,1875.0
YADADRI,Rajapet,Somaram,17.725671,78.991785,16.58,7.66,708.0,453.12,0.0,290.0,40.0,2.3,14.70428,10.0,43.55,2.77,56.0,34.034,279.9424342,1.131686033,C2S1,0.201151316,P.S.,2021,1876.0
YADADRI,Ramannapet,Ramanapet,17.283121,79.095091,12.6,7.67,3171.0,2029.44,0.0,270.0,890.0,1.72,35.432,30.0,215.6,2.5,192.0,155.584,1119.736842,2.801321385,C4S1,-16.99473684,P.S.,2021,1877.0
YADADRI,S.Narayanpur,S.Narayanpur,17.144719,78.86001,25.9,7.4,2204.0,1410.56,0.0,290.0,300.0,1.11,436.6994,32.0,148.0,2.0,144.0,102.102,779.8273026,2.304276874,C3S1,-9.796546053,P.S.,2021,1880.0
YADADRI,Thurkapally,Gandamalla,17.733101,78.853831,6.73,7.88,1363.0,872.32,0.0,380.0,170.0,2.23,35.60916,25.0,119.0,5.39,72.0,58.344,419.9013158,2.524907705,C3S1,-0.798026316,P.S.,2021,1881.0
YADADRI,Valigonda,T. somaram,17.399953,78.95229,13.62,7.66,708.0,453.12,0.0,290.0,40.0,2.3,14.70428,10.0,43.55,2.77,56.0,34.034,279.9424342,1.131686033,C2S1,0.201151316,P.S.,2021,1883.0
YADADRI,Valigonda,Vemulakonda,17.347782,79.143433,4.07,7.63,4878.0,3121.92,0.0,350.0,1380.0,0.8,36.89357,105.0,532.0,7.3,400.0,77.792,1319.868421,6.366759972,C4S2,-19.39736842,P.S.,2021,1885.0
YADADRI,Y.Gutta,Mallapuram,17.633555,78.911638,16.78,7.46,1614.0,1032.96,0.0,250.0,350.0,1.77,44.99864,22.0,94.0,3.74,152.0,53.482,599.9095395,1.668618805,C3S1,-6.998190789,P.S.,2021,1886.0
ADILABAD,Adilabad,Adilabad,19.6683,78.5247,14.15,7.8,1671.0,1069.44,0.0,470.0,230.0,0.51,3.422409091,31.5,154.0,13.0,72.0,77.792,499.8684211,2.994780759,C3S1,-0.597368421,P.S.,2022,1001.0
ADILABAD,Bazarhatnur,Bazarhatnur,19.458888,78.350833,9.35,7.95,545.0,348.8,0.0,180.0,80.0,1.08,4.227681818,13.0,94.0,12.0,16.0,14.586,99.97532895,4.087460763,C2S1,1.600493421,MR,2022,1002.0
ADILABAD,Gudihatnoor,Gudihatnoor,19.525555,78.512222,17.5,8.12,738.0,472.32,0.0,220.0,30.0,0.45,28.38586364,9.5,22.0,1.0,40.0,38.896,259.9342105,0.593284666,C2S1,-0.798684211,P.S.,2022,1007.0
ADILABAD,Jainath,Jainath,19.730555,78.64,5.3,8.05,1154.0,738.56,0.0,300.0,100.0,0.69,140.9227273,14.75,81.0,3.0,56.0,68.068,419.8848684,1.718668316,C3S1,-2.397697368,P.S.,2022,1009.0
ADILABAD,Narnoor,Narnoor,19.495665,78.852654,4.5,7.17,1042.0,666.88,0.0,370.0,30.0,0.72,163.0677273,10.25,39.0,4.0,96.0,63.206,499.8930921,0.758399789,C3S1,-2.597861842,P.S.,2022,1010.0
ADILABAD,Neradigonda,Neradigonda,19.29375,78.41216,9.9,8.09,1063.0,680.32,0.0,300.0,100.0,0.56,62.40863636,14.5,65.0,14.0,64.0,53.482,379.9095395,1.44992461,C3S1,-1.598190789,P.S.,2022,1011.0
ADILABAD,Talamadugu,Talamadugu,19.6334,78.3969,8.1,7.94,788.0,504.32,0.0,310.0,40.0,0.44,42.0755,10.5,59.0,4.0,40.0,43.758,279.9259868,1.53321326,C3S1,0.601480263,P.S.,2022,1013.0
ADILABAD,Tamsi,Tamsi,19.6811,78.4268,6.3,8.32,811.0,519.04,20.0,200.0,110.0,0.73,11.47513636,16.0,144.0,1.0,16.0,14.586,99.97532895,6.261642019,C3S1,2.400493421,MR,2022,1014.0
ADILABAD,Utnoor,Utnoor,19.3789,78.7685,6.55,7.99,422.0,270.08,0.0,160.0,30.0,0.45,13.48831818,8.25,41.0,2.0,24.0,19.448,139.9671053,1.50675635,C2S1,0.400657895,P.S.,2022,1015.0
BHADRADRI,Annapureddypalli,Annapureddypalli,17.354519,80.826104,17.3,8.28,250.0,160.0,0.0,90.0,10.0,0.147,5.3148,6.0,6.4,1.77,24.0,9.724,99.98355263,0.278283756,C2S1,-0.199671053,P.S.,2022,1021.0
BHADRADRI,Ashwapuram,Aswapuram,17.841678,80.809241,8.56,8.71,746.0,477.44,30.0,120.0,100.0,0.415,61.5631,25.0,61.16,12.27,56.0,19.448,219.9671053,1.792919418,C2S1,-1.399342105,P.S.,2022,1022.0
BHADRADRI,Bhadrachalam,Bhadrachalam,17.666775,80.900922,10.59,9.32,1618.0,1035.52,20.0,570.0,120.0,2.86,2.564391,20.0,257.6,3.2,8.0,53.482,239.9095395,7.230931779,C3S2,7.001809211,U.S.,2022,1024.0
BHADRADRI,Burgampad,M.Banjara,17.6447,80.7911,13.48,8.48,1838.0,1176.32,10.0,470.0,240.0,1.07,72.41415,31.0,295.0,10.6,16.0,58.344,279.9013158,7.666404145,C3S2,4.001973684,U.S.,2022,1025.0
BHADRADRI,Chandrugonda,Ravikampadu,17.3986,80.6106,15.97,8.43,1488.0,952.32,20.0,380.0,140.0,0.905,109.3963,28.0,97.49,5.53,8.0,121.55,519.7944079,1.85915857,C3S1,-2.395888158,P.S.,2022,1026.0
BHADRADRI,Gundala,Kanchanapalli,17.79,80.42,4.29,8.59,367.0,234.88,20.0,120.0,20.0,0.594,4.145544,8.0,17.58,3.54,24.0,19.448,139.9671053,0.646067723,C2S1,0.000657895,P.S.,2022,3016.0
BHADRADRI,Julurpadu,P. Narsapuram,17.438169,80.520318,21.8,8.73,4429.0,2834.56,20.0,530.0,960.0,0.898,326.90449,20.0,535.0,22.0,24.0,233.376,1019.605263,7.284670486,C4S2,-9.392105263,P.S.,2022,3019.0
BHADRADRI,Karakagudem,Karakagudem,18.034655,80.568147,6.02,8.62,668.0,427.52,20.0,210.0,60.0,1.53,1.315413,10.0,48.0,22.15,40.0,24.31,199.9588816,1.475852828,C2S1,0.600822368,P.S.,2022,1033.0
BHADRADRI,Laxmidevipalli,Laxmidevipalli,17.573,80.619,9.89,8.6,975.0,624.0,10.0,180.0,140.0,0.314,69.0924,29.0,85.1,15.93,80.0,19.448,279.9671053,2.211302824,C3S1,-1.799342105,P.S.,2022,1035.0
